flight_id,airline,source,destination,departure_time,arrival_time,duration,airline_missing_flag,duration_minutes,is_overnight,route,duration_anomaly
AI208,Air India,BLR,BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,03:14:00,False,194.0,False,BLR-BOM,False
SJ227,SpiceJet,BOM,CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,04:21:00,False,261.0,False,BOM-CCU,False
6F238,IndiGo,BOM,DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,00:48:00,False,48.0,False,BOM-DEL,False
AI084,Air India,BOM,HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,01:15:00,False,75.0,False,BOM-HYD,False
SJ228,SpiceJet,BOM,CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,03:47:00,False,227.0,False,BOM-CCU,False
UK194,Vistara,CCU,BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,01:00:00.297000,False,60.00495,False,CCU-BOM,False
6F126,IndiGo,CCU,MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,01:18:00,False,78.0,False,CCU-MAA,False
SJ052,SpiceJet,MAA,BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,01:37:00,False,97.0,False,MAA-BLR,False
AI233,Air India,BLR,BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,01:48:00,False,108.0,False,BLR-BOM,False
AI213,Air India,HYD,CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,01:11:00,False,71.0,False,HYD-CCU,False
UK076,Vistara,MAA,CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,04:23:00,False,263.0,False,MAA-CCU,False
SJ022,SpiceJet,DEL,BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,03:11:00,False,191.0,False,DEL-BLR,False
SJ002,SpiceJet,DEL,BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,04:46:00,False,286.0,False,DEL-BOM,False
AI163,Air India,HYD,MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,01:01:00,False,61.0,False,HYD-MAA,False
UK229,Not Recorded,HYD,DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,04:17:00,True,257.0,False,HYD-DEL,False
UK185,Vistara,DEL,MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,01:17:00,False,77.0,False,DEL-MAA,False
6F029,IndiGo,BOM,BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,04:14:00,False,254.0,False,BOM-BLR,False
6F056,IndiGo,BOM,MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,01:49:00,False,109.0,False,BOM-MAA,False
AI062,Air India,MAA,DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,00:36:00,False,36.0,False,MAA-DEL,False
UK034,Vistara,DEL,BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,03:24:00,False,204.0,False,DEL-BLR,False
UK079,Vistara,DEL,BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,03:51:00,False,231.0,False,DEL-BLR,False
AI135,Air India,BLR,BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,02:41:00,False,161.0,False,BLR-BOM,False
SJ061,SpiceJet,MAA,BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,02:57:00,False,177.0,False,MAA-BLR,False
AI047,Not Recorded,CCU,MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,00:47:00,True,47.0,False,CCU-MAA,False
UK210,Vistara,DEL,CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,00:55:00,False,55.0,False,DEL-CCU,False
AI088,Not Recorded,MAA,DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,03:36:00,True,216.0,False,MAA-DEL,False
UK177,Vistara,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,04:29:00,False,269.0,False,DEL-HYD,False
AI128,Not Recorded,BOM,CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,03:56:00,True,236.0,False,BOM-CCU,False
AI158,Air India,CCU,DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,02:57:00,False,177.0,False,CCU-DEL,False
UK206,Vistara,MAA,BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,04:33:00,False,273.0,False,MAA-BLR,False
SJ138,Not Recorded,BLR,BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,00:48:00,True,48.0,False,BLR-BOM,False
AI034,Air India,DEL,BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,04:43:00,False,283.0,False,DEL-BOM,False
AI012,Air India,BOM,CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,04:03:00,False,243.0,False,BOM-CCU,False
6F083,IndiGo,BLR,DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,00:39:00,False,39.0,False,BLR-DEL,False
SJ083,SpiceJet,MAA,BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,03:04:00,False,184.0,False,MAA-BLR,False
SJ186,SpiceJet,CCU,DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,02:11:00,False,131.0,False,CCU-DEL,False
UK001,Vistara,CCU,DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,01:25:00,False,85.0,False,CCU-DEL,False
AI217,Air India,CCU,BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,02:17:00,False,137.0,False,CCU-BLR,False
6F178,IndiGo,BOM,CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,04:23:00,False,263.0,False,BOM-CCU,False
UK015,Vistara,BLR,BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,01:47:00,False,107.0,False,BLR-BOM,False
AI112,Air India,DEL,BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,03:43:00,False,223.0,False,DEL-BLR,False
UK100,Vistara,CCU,BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,02:32:00,False,152.0,False,CCU-BLR,False
6F133,IndiGo,MAA,BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,01:47:00,False,107.0,False,MAA-BLR,False
AI227,Air India,BLR,MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,03:46:00,False,226.0,False,BLR-MAA,False
UK093,Vistara,HYD,CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,00:50:00,False,50.0,False,HYD-CCU,False
UK203,Vistara,BLR,HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,01:12:00,False,72.0,False,BLR-HYD,False
UK154,Vistara,MAA,HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,03:57:00,False,237.0,False,MAA-HYD,False
UK073,Vistara,BLR,CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,04:10:00,False,250.0,False,BLR-CCU,False
AI164,Air India,DEL,BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,01:48:00,False,108.0,False,DEL-BLR,False
UK008,Vistara,CCU,BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,00:37:00,False,37.0,False,CCU-BLR,False
UK051,Vistara,HYD,DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,03:00:00,False,180.0,False,HYD-DEL,False
UK208,Vistara,DEL,CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,04:57:00,False,297.0,False,DEL-CCU,False
AI150,Air India,BOM,DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,00:47:00,False,47.0,False,BOM-DEL,False
AI189,Air India,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,01:48:00,False,108.0,False,CCU-DEL,False
6F230,IndiGo,CCU,BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,03:13:00,False,193.0,False,CCU-BLR,False
6F169,IndiGo,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,04:39:00,False,279.0,False,BOM-DEL,False
AI205,Air India,BLR,BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,01:48:00,False,108.0,False,BLR-BOM,False
AI103,Air India,BLR,BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,00:38:00,False,38.0,False,BLR-BOM,False
6F250,Not Recorded,DEL,BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,04:04:00,True,244.0,False,DEL-BLR,False
AI246,Air India,BOM,BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,03:19:00,False,199.0,False,BOM-BLR,False
6F187,IndiGo,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,04:18:00,False,258.0,False,BOM-MAA,False
AI082,Air India,DEL,CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,02:42:00,False,162.0,False,DEL-CCU,False
UK116,Vistara,CCU,BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,03:48:00,False,228.0,False,CCU-BOM,False
SJ169,SpiceJet,BOM,MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,04:46:00,False,286.0,False,BOM-MAA,False
AI175,Air India,BOM,HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,03:47:00,False,227.0,False,BOM-HYD,False
SJ098,SpiceJet,HYD,MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,00:35:00,False,35.0,False,HYD-MAA,False
SJ191,SpiceJet,BLR,BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,01:22:00,False,82.0,False,BLR-BOM,False
SJ017,SpiceJet,DEL,MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,02:03:00,False,123.0,False,DEL-MAA,False
UK188,Vistara,MAA,BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,00:49:00,False,49.0,False,MAA-BLR,False
AI196,Air India,MAA,HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,01:33:00,False,93.0,False,MAA-HYD,False
AI068,Air India,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,02:00:00.298000,False,120.00496666666666,False,BOM-BLR,False
SJ097,SpiceJet,BOM,CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,02:50:00,False,170.0,False,BOM-CCU,False
SJ030,SpiceJet,DEL,HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,00:43:00,False,43.0,False,DEL-HYD,False
6F179,IndiGo,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,04:15:00,False,255.0,False,HYD-MAA,False
6F156,IndiGo,MAA,BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,02:34:00,False,154.0,False,MAA-BOM,False
6F250,Not Recorded,CCU,BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,00:33:00,True,33.0,False,CCU-BLR,False
SJ057,SpiceJet,BOM,CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,03:12:00,False,192.0,False,BOM-CCU,False
6F036,IndiGo,CCU,BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,04:43:00,False,283.0,False,CCU-BLR,False
6F201,IndiGo,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,04:40:00,False,280.0,False,CCU-BOM,False
6F143,IndiGo,CCU,DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,03:59:00,False,239.0,False,CCU-DEL,False
6F177,IndiGo,HYD,MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,02:22:00,False,142.0,False,HYD-MAA,False
6F031,IndiGo,BOM,BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,04:37:00,False,277.0,False,BOM-BLR,False
UK165,Vistara,DEL,BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,04:13:00,False,253.0,False,DEL-BLR,False
6F122,IndiGo,DEL,BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,03:44:00,False,224.0,False,DEL-BLR,False
AI009,Not Recorded,DEL,CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,02:34:00,True,154.0,False,DEL-CCU,False
6F046,IndiGo,DEL,BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,03:41:00,False,221.0,False,DEL-BLR,False
AI051,Air India,MAA,BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,00:55:00,False,55.0,False,MAA-BLR,False
UK222,Vistara,BOM,CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,01:35:00,False,95.0,False,BOM-CCU,False
SJ127,SpiceJet,BOM,DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,02:37:00,False,157.0,False,BOM-DEL,False
AI226,Not Recorded,BLR,HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,02:49:00,True,169.0,False,BLR-HYD,False
AI216,Air India,BOM,CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,01:24:00,False,84.0,False,BOM-CCU,False
6F058,IndiGo,BOM,CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,02:29:00,False,149.0,False,BOM-CCU,False
SJ207,SpiceJet,DEL,CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,03:13:00,False,193.0,False,DEL-CCU,False
SJ198,SpiceJet,CCU,BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,04:41:00,False,281.0,False,CCU-BOM,False
SJ108,SpiceJet,BLR,HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,02:36:00,False,156.0,False,BLR-HYD,False
SJ155,SpiceJet,DEL,CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,05:00:00,False,300.0,False,DEL-CCU,False
6F193,IndiGo,BOM,MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,01:58:00,False,118.0,False,BOM-MAA,False
6F019,IndiGo,BLR,BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,03:55:00,False,235.0,False,BLR-BOM,False
AI102,Air India,CCU,BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,04:51:00,False,291.0,False,CCU-BLR,False
6F166,IndiGo,BOM,CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,04:30:00,False,270.0,False,BOM-CCU,False
UK175,Vistara,BLR,BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,03:22:00,False,202.0,True,BLR-BOM,False
6F010,IndiGo,DEL,BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,03:51:00,False,231.0,True,DEL-BLR,False
AI234,Air India,BOM,MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,01:44:00,False,104.0,True,BOM-MAA,False
UK135,Vistara,HYD,DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,01:53:00,False,113.0,True,HYD-DEL,False
6F272,Not Recorded,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,00:47:00,True,47.0,True,HYD-MAA,False
AI061,Air India,BOM,CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,01:31:00,False,91.0,True,BOM-CCU,False
6F070,IndiGo,HYD,DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,03:01:00,False,181.0,True,HYD-DEL,False
AI015,Air India,BLR,CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,01:54:00,False,114.0,True,BLR-CCU,False
SJ076,SpiceJet,DEL,MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,03:01:00,False,181.0,True,DEL-MAA,False
SJ029,Not Recorded,HYD,DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,01:27:00,True,87.0,True,HYD-DEL,False
SJ194,SpiceJet,CCU,DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,03:45:00,False,225.0,True,CCU-DEL,False
AI235,Air India,BLR,HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,03:27:00,False,207.0,True,BLR-HYD,False
SJ048,SpiceJet,MAA,BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,01:36:00,False,96.0,True,MAA-BLR,False
SJ114,SpiceJet,HYD,DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,03:20:00,False,200.0,True,HYD-DEL,False
SJ146,SpiceJet,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,01:56:00,False,116.0,True,HYD-BLR,False
UK041,Vistara,HYD,MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,01:07:00,False,67.0,False,HYD-MAA,False
6F075,IndiGo,BOM,CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,04:42:00,False,282.0,True,BOM-CCU,False
SJ020,SpiceJet,BLR,BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,04:09:00,False,249.0,True,BLR-BOM,False
SJ099,Not Recorded,MAA,BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,02:20:00,True,140.0,True,MAA-BLR,False
6F078,IndiGo,BOM,CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,01:33:00,False,93.0,False,BOM-CCU,False
UK219,Vistara,BOM,HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,04:18:00,False,258.0,True,BOM-HYD,False
UK223,Vistara,CCU,DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,00:32:00,False,32.0,False,CCU-DEL,False
UK227,Vistara,BOM,HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,03:50:00,False,230.0,True,BOM-HYD,False
6F260,Not Recorded,CCU,DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,03:23:00,True,203.0,True,CCU-DEL,False
AI096,Air India,CCU,DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,04:58:00,False,298.0,True,CCU-DEL,False
6F022,IndiGo,MAA,BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,04:19:00,False,259.0,True,MAA-BLR,False
6F237,IndiGo,HYD,MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,03:03:00,False,183.0,True,HYD-MAA,False
UK146,Vistara,BOM,MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,02:28:00,False,148.0,True,BOM-MAA,False
SJ015,SpiceJet,BOM,CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,01:12:00,False,72.0,False,BOM-CCU,False
AI108,Air India,BLR,CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,02:45:00,False,165.0,True,BLR-CCU,False
UK020,Vistara,MAA,BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,01:15:00,False,75.0,False,MAA-BLR,False
6F113,IndiGo,BOM,CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,04:26:00,False,266.0,True,BOM-CCU,False
6F112,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,02:16:00,False,136.0,False,HYD-DEL,False
6F246,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,02:16:00,False,136.0,False,HYD-DEL,False
UK158,Vistara,BOM,MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,00:33:00,False,33.0,False,BOM-MAA,False
UK159,Vistara,CCU,BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,02:47:00,False,167.0,False,CCU-BLR,False
UK084,Vistara,MAA,DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,03:36:00,False,216.0,True,MAA-DEL,False
SJ206,SpiceJet,DEL,CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,04:38:00,False,278.0,True,DEL-CCU,False
UK044,Vistara,BLR,BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,02:58:00,False,178.0,False,BLR-BOM,False
SJ036,SpiceJet,DEL,HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,03:30:00,False,210.0,False,DEL-HYD,False
6F176,IndiGo,CCU,DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,03:00:00,False,180.0,False,CCU-DEL,False
6F148,IndiGo,CCU,BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,02:07:00,False,127.0,False,CCU-BOM,False
6F202,IndiGo,HYD,BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,03:30:00,False,210.0,False,HYD-BLR,False
6F071,IndiGo,DEL,CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,04:13:00,False,253.0,True,DEL-CCU,False
AI105,Air India,CCU,DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,01:47:00,False,107.0,False,CCU-DEL,False
AI241,Air India,HYD,BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,02:07:00,False,127.0,False,HYD-BLR,False
SJ162,SpiceJet,DEL,HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,02:19:00,False,139.0,False,DEL-HYD,False
6F003,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,03:07:00,False,187.0,False,HYD-BOM,False
6F249,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,03:07:00,False,187.0,False,HYD-BOM,False
AI237,Air India,BOM,CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,03:15:00,False,195.0,False,BOM-CCU,False
SJ134,SpiceJet,BOM,CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,04:17:00,False,257.0,True,BOM-CCU,False
AI071,Air India,BOM,MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,03:03:00,False,183.0,False,BOM-MAA,False
6F118,IndiGo,CCU,HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,01:09:00,False,69.0,False,CCU-HYD,False
6F014,IndiGo,DEL,MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,03:33:00,False,213.0,False,DEL-MAA,False
6F065,IndiGo,MAA,BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,02:43:00,False,163.0,False,MAA-BLR,False
6F271,Not Recorded,HYD,MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,03:19:00,True,199.0,False,HYD-MAA,False
SJ070,SpiceJet,MAA,CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,01:53:00,False,113.0,False,MAA-CCU,False
6F007,IndiGo,HYD,MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,00:59:00,False,59.0,False,HYD-MAA,False
UK007,Vistara,DEL,HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,02:14:00,False,134.0,False,DEL-HYD,False
SJ192,SpiceJet,HYD,BOM,2026-04-19 18:45:42.000,2026-04-19 23:45:42.000,1899-12-29 05:00:00,False,300.0,False,HYD-BOM,False
AI097,Air India,HYD,MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,04:52:00,False,292.0,False,HYD-MAA,False
6F256,Not Recorded,BOM,CCU,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,00:33:00,True,33.0,False,BOM-CCU,False
UK047,Vistara,BLR,HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,04:05:00,False,245.0,False,BLR-HYD,False
AI024,Air India,MAA,BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,01:07:00,False,67.0,False,MAA-BOM,False
UK113,Vistara,CCU,DEL,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,04:24:00,False,264.0,False,CCU-DEL,False
SJ163,SpiceJet,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,04:36:00,False,276.0,False,DEL-HYD,False
SJ208,SpiceJet,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,01:01:00,False,61.0,False,DEL-HYD,False
SJ221,SpiceJet,MAA,HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,04:46:00,False,286.0,False,MAA-HYD,False
SJ084,SpiceJet,HYD,MAA,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,00:59:00,False,59.0,False,HYD-MAA,False
6F127,IndiGo,HYD,BOM,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,04:01:00,False,241.0,False,HYD-BOM,False
AI122,Air India,BOM,CCU,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,04:11:00,False,251.0,False,BOM-CCU,False
AI139,Air India,HYD,MAA,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,01:01:00,False,61.0,False,HYD-MAA,False
UK149,Vistara,MAA,DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,04:46:00,False,286.0,False,MAA-DEL,False
AI149,Air India,BOM,HYD,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,03:17:00,False,197.0,False,BOM-HYD,False
SJ243,SpiceJet,BLR,DEL,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,04:46:00,False,286.0,False,BLR-DEL,False
AI053,Air India,CCU,DEL,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,04:15:00,False,255.0,False,CCU-DEL,False
UK061,Vistara,BLR,BOM,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,01:50:00,False,110.0,False,BLR-BOM,False
SJ004,SpiceJet,MAA,DEL,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,03:09:00,False,189.0,False,MAA-DEL,False
AI173,Air India,HYD,DEL,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,04:51:00,False,291.0,False,HYD-DEL,False
6F085,IndiGo,HYD,MAA,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,02:00:00.298000,False,120.00496666666666,False,HYD-MAA,False
AI252,Not Recorded,HYD,DEL,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,04:24:00,True,264.0,False,HYD-DEL,False
SJ109,SpiceJet,BOM,DEL,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,03:04:00,False,184.0,False,BOM-DEL,False
UK123,Vistara,BOM,DEL,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,02:54:00,False,174.0,False,BOM-DEL,False
6F125,IndiGo,BOM,CCU,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,04:04:00,False,244.0,False,BOM-CCU,False
UK183,Vistara,BLR,CCU,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,01:23:00,False,83.0,False,BLR-CCU,False
AI110,Air India,BOM,CCU,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,04:53:00,False,293.0,False,BOM-CCU,False
UK105,Vistara,CCU,HYD,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,01:07:00,False,67.0,False,CCU-HYD,False
6F128,IndiGo,HYD,DEL,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,01:07:00,False,67.0,False,HYD-DEL,False
6F224,IndiGo,DEL,MAA,2026-04-19 16:53:41.704,2026-04-19 18:52:41.704,01:59:00,False,119.0,False,DEL-MAA,False
SJ130,SpiceJet,BOM,DEL,2026-04-19 16:53:41.702,2026-04-19 20:53:41.702,04:00:00,False,240.0,False,BOM-DEL,False
AI224,Air India,DEL,HYD,2026-04-19 16:51:41.703,2026-04-19 21:36:41.703,04:45:00,False,285.0,False,DEL-HYD,False
SJ182,SpiceJet,CCU,BOM,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,00:48:00,False,48.0,False,CCU-BOM,False
UK164,Vistara,BOM,HYD,2026-04-19 16:46:41.703,2026-04-19 21:10:41.703,04:24:00,False,264.0,False,BOM-HYD,False
